,Age,AnnualIncome,ChronicDiseases,EmploymentType,EverTravelledAbroad,FamilyMembers,FrequentFlyer,GraduateOrNot,InsurancePolicy
1082,29,1200000,Yes,Private,No,8,No,Yes,0
1083,25,1150000,No,Private,No,8,No,No,0
1084,29,1050000,No,Private,No,4,No,Yes,0
1085,28,1250000,No,Private,No,7,No,Yes,0
1086,28,300000,No,Government,No,3,No,Yes,0
1087,31,1200000,Yes,Government,No,7,No,Yes,0
1088,28,1250000,Yes,Private,No,9,No,Yes,0
1089,26,500000,No,Private,No,3,No,Yes,0
1090,29,1100000,Yes,Private,No,5,No,Yes,0
1091,34,1500000,No,Private,Yes,9,Yes,Yes,1
1092,31,1500000,No,Government,Yes,7,Yes,Yes,1
1093,26,1500000,No,Private,Yes,5,Yes,Yes,1
1094,34,700000,Yes,Private,No,5,No,Yes,0
1095,34,1100000,No,Government,No,9,No,Yes,1
1096,30,1450000,Yes,Private,Yes,7,Yes,No,1
1097,28,600000,No,Government,No,8,Yes,Yes,0
1098,28,1150000,Yes,Private,No,6,No,Yes,0
1099,35,800000,No,Private,No,6,No,No,1
1100,27,450000,No,Private,No,3,No,No,1
1101,34,500000,No,Private,No,4,No,Yes,0
1102,29,1200000,Yes,Private,No,5,No,Yes,0
1103,34,1050000,Yes,Private,No,5,No,Yes,0
1104,34,1000000,No,Private,No,5,No,Yes,0
1105,26,1450000,No,Government,Yes,7,Yes,Yes,1
1106,34,1300000,No,Private,No,4,No,Yes,0
1107,26,1400000,No,Private,Yes,5,No,Yes,1
1108,35,950000,No,Private,No,3,Yes,No,1
1109,25,1400000,Yes,Private,Yes,4,Yes,Yes,1
1110,29,1100000,No,Private,Yes,4,No,Yes,0
1111,34,500000,No,Private,No,3,No,Yes,0
1112,35,800000,No,Private,No,4,No,No,0
1113,33,400000,No,Government,No,5,No,Yes,0
1114,33,1000000,No,Government,Yes,3,No,Yes,0
1115,34,700000,No,Private,No,2,No,Yes,0
1116,28,600000,No,Government,No,9,Yes,Yes,1
1117,28,800000,Yes,Private,No,5,No,Yes,0
1118,33,1100000,No,Government,No,2,Yes,Yes,0
1119,28,300000,Yes,Government,No,6,No,Yes,0
1120,31,300000,No,Government,No,4,No,No,0
1121,34,1000000,Yes,Private,No,6,No,Yes,1
1122,34,700000,No,Private,No,5,Yes,Yes,1
1123,25,1800000,Yes,Private,No,6,Yes,Yes,1
1124,29,1100000,No,Private,No,5,Yes,Yes,0
1125,28,300000,No,Government,No,5,No,Yes,0
1126,29,1200000,No,Private,No,4,No,Yes,0
1127,30,650000,No,Private,No,6,Yes,No,0
1128,33,700000,No,Government,No,4,No,Yes,0
1129,26,1500000,No,Private,Yes,2,Yes,Yes,1
1130,28,550000,No,Private,No,5,Yes,Yes,0
1131,31,400000,No,Government,No,3,No,Yes,0
1132,34,1300000,No,Government,No,4,No,Yes,1
1133,35,1100000,Yes,Government,No,3,No,Yes,1
1134,31,1250000,No,Private,No,7,No,Yes,1
1135,28,1100000,Yes,Private,No,7,No,Yes,1
1136,27,600000,No,Private,No,6,No,No,1
1137,35,800000,No,Private,No,5,No,No,0
1138,28,900000,Yes,Private,No,6,Yes,Yes,0
1139,26,500000,No,Private,No,4,No,Yes,0
1140,28,750000,No,Private,Yes,4,Yes,Yes,0
1141,33,750000,Yes,Private,No,4,No,Yes,0
1142,27,750000,No,Government,No,6,No,Yes,0
1143,27,500000,No,Government,No,4,No,Yes,0
1144,31,300000,No,Government,No,4,No,No,0
1145,28,500000,No,Private,No,5,No,Yes,0
1146,29,1200000,No,Private,No,4,No,Yes,0
1147,26,1500000,No,Private,Yes,3,Yes,Yes,1
1148,28,700000,No,Private,No,5,Yes,Yes,0
1149,25,1400000,No,Private,Yes,5,Yes,Yes,1
1150,28,600000,No,Private,No,3,No,Yes,1
1151,34,700000,No,Private,No,7,No,Yes,1
1152,28,300000,No,Government,No,4,No,Yes,0
1153,28,1150000,No,Private,No,6,No,Yes,0
1154,34,1000000,Yes,Private,No,5,No,Yes,0
1155,28,600000,No,Government,No,4,Yes,Yes,1
1156,28,1300000,No,Private,No,6,No,Yes,1
1157,28,800000,Yes,Private,No,5,No,Yes,1
1158,34,700000,No,Private,No,2,No,Yes,0
1159,31,1250000,No,Private,No,3,No,Yes,0
1160,29,1050000,Yes,Private,No,3,No,Yes,0
1161,28,600000,No,Private,No,3,No,Yes,1
1162,34,1400000,No,Private,Yes,4,No,No,1
1163,29,900000,No,Private,No,3,No,Yes,0
1164,31,1400000,No,Private,Yes,6,No,Yes,1
1165,28,1150000,No,Private,No,2,No,Yes,1
1166,34,1300000,No,Private,No,3,No,Yes,0
1167,34,1050000,No,Private,No,4,No,Yes,0
1168,28,600000,No,Government,No,3,No,Yes,0
1169,25,1400000,No,Private,Yes,7,No,Yes,1
1170,34,1300000,No,Government,No,5,No,Yes,0
1171,31,400000,No,Government,No,4,No,Yes,0
1172,28,900000,Yes,Private,No,4,No,Yes,1
1173,32,850000,No,Government,Yes,7,No,Yes,1
1174,30,800000,Yes,Private,No,4,Yes,No,0
1175,33,400000,Yes,Government,No,4,No,Yes,0
1176,34,1300000,No,Private,No,5,No,No,0
1177,34,700000,Yes,Private,No,2,Yes,Yes,0
1178,28,800000,No,Private,No,4,No,Yes,1
1179,27,500000,No,Government,No,6,No,Yes,0
1180,26,500000,No,Private,No,6,No,Yes,0
1181,28,600000,No,Private,No,3,No,Yes,0
1182,28,300000,No,Government,No,5,No,Yes,0
1183,29,1100000,Yes,Private,No,4,No,Yes,0
1184,35,800000,No,Private,No,4,No,No,0
1185,33,400000,No,Government,No,4,No,Yes,0
1186,31,900000,Yes,Private,No,3,No,Yes,0
1187,29,1200000,Yes,Private,No,6,No,Yes,0
1188,26,500000,No,Private,No,5,No,Yes,0
1189,34,1300000,No,Private,No,3,No,No,0
1190,31,1250000,No,Private,No,3,No,Yes,0
1191,25,1150000,Yes,Private,No,5,No,No,0
1192,33,1100000,No,Government,No,3,No,Yes,1
1193,34,950000,No,Private,No,3,No,No,0
1194,31,1350000,No,Private,Yes,3,No,Yes,1
1195,31,900000,No,Private,No,3,No,Yes,0
1196,28,300000,No,Government,No,2,No,Yes,0
1197,25,1700000,Yes,Private,No,5,Yes,Yes,1
1198,33,400000,No,Government,No,4,No,Yes,0
1199,28,1200000,Yes,Government,No,7,No,Yes,0
1200,26,1400000,Yes,Private,Yes,4,No,Yes,1
1201,28,650000,No,Private,No,5,Yes,Yes,0
1202,31,1400000,No,Private,Yes,4,No,Yes,1
1203,28,1150000,Yes,Private,No,6,No,Yes,0
1204,28,800000,Yes,Private,No,3,No,Yes,1
1205,33,700000,No,Government,No,3,No,Yes,0
1206,29,1200000,No,Private,No,3,No,Yes,1
1207,26,450000,No,Private,No,6,No,Yes,0
1208,31,1200000,No,Government,No,9,No,Yes,0
1209,34,1500000,Yes,Private,Yes,5,Yes,Yes,1
1210,30,800000,No,Private,No,5,No,No,1
1211,25,1700000,No,Private,No,4,Yes,Yes,1
1212,34,1300000,No,Private,No,5,No,No,0
1213,25,750000,No,Government,Yes,2,No,Yes,1
1214,31,1200000,Yes,Government,No,2,No,Yes,0
1215,25,1700000,No,Private,No,5,Yes,Yes,1
1216,27,800000,No,Private,No,6,No,No,1
1217,31,400000,No,Government,No,7,No,Yes,0
1218,28,1150000,No,Private,No,7,No,Yes,0
1219,34,700000,No,Private,No,6,Yes,Yes,1
1220,28,1100000,No,Private,No,5,No,Yes,0
1221,28,300000,No,Government,No,2,No,Yes,0
1222,29,1350000,Yes,Private,Yes,3,Yes,Yes,0
1223,33,550000,Yes,Private,No,5,No,Yes,0
1224,33,1400000,No,Private,Yes,7,No,Yes,1
1225,31,350000,Yes,Government,No,3,No,No,0
1226,34,1500000,No,Private,Yes,5,Yes,Yes,1
1227,29,1050000,No,Private,No,7,No,Yes,0
1228,31,400000,Yes,Government,No,4,No,No,0
1229,33,400000,No,Government,No,9,No,Yes,1
1230,31,1500000,No,Government,Yes,6,Yes,Yes,1
1231,34,1500000,Yes,Private,Yes,4,Yes,Yes,1
1232,31,350000,Yes,Government,No,4,No,No,0
1233,27,1050000,Yes,Government,No,5,No,Yes,0
1234,34,1300000,No,Government,No,4,No,Yes,0
1235,28,1200000,No,Government,No,3,No,Yes,0
1236,28,600000,No,Government,No,3,No,Yes,0
1237,31,900000,No,Private,Yes,7,No,Yes,0
1238,34,700000,No,Private,No,6,No,Yes,1
1239,34,1500000,Yes,Private,Yes,6,Yes,Yes,1
1240,28,700000,No,Private,No,5,Yes,Yes,0
1241,33,1100000,No,Government,No,8,No,Yes,1
1242,28,700000,Yes,Private,Yes,3,No,Yes,0
1243,33,700000,Yes,Government,No,6,No,Yes,1
1244,25,1150000,Yes,Private,Yes,3,No,No,0
1245,26,1400000,No,Private,Yes,3,No,Yes,1
1246,26,1250000,No,Private,No,4,No,Yes,0
1247,26,500000,No,Private,No,7,No,Yes,0
1248,28,1200000,No,Private,No,5,No,Yes,0
1249,28,600000,No,Government,No,4,No,Yes,0
1250,28,800000,No,Private,No,7,No,Yes,0
1251,28,500000,Yes,Private,No,5,No,Yes,1
1252,34,1050000,No,Private,No,5,No,Yes,0
1253,25,1700000,No,Private,No,3,Yes,Yes,1
1254,34,700000,No,Private,No,8,No,Yes,1
1255,28,1200000,No,Government,No,3,No,Yes,0
1256,28,500000,Yes,Private,No,5,No,Yes,1
1257,28,550000,No,Private,No,5,No,No,0
1258,34,1300000,Yes,Government,No,7,No,Yes,1
1259,33,400000,No,Government,No,6,No,Yes,1
1260,30,550000,No,Private,No,4,No,No,0
1261,33,800000,Yes,Government,No,6,No,Yes,1
1262,27,500000,No,Government,No,4,No,Yes,1
1263,28,600000,Yes,Government,No,7,No,Yes,0
1264,31,400000,No,Government,No,6,No,Yes,0
1265,34,1000000,No,Private,No,5,No,Yes,0
1266,33,1400000,Yes,Private,Yes,8,No,Yes,1
1267,31,1350000,No,Private,Yes,3,Yes,Yes,1
1268,33,1000000,No,Government,Yes,5,No,Yes,1
1269,31,1200000,No,Government,No,3,No,Yes,0
1270,31,350000,No,Government,No,3,No,No,0
1271,25,500000,Yes,Private,No,4,No,Yes,1
1272,33,650000,No,Government,No,3,No,Yes,1
1273,29,1200000,No,Private,No,4,Yes,Yes,0
1274,34,1000000,No,Private,No,3,No,Yes,0
1275,29,600000,No,Private,No,6,No,Yes,0
1276,31,1200000,Yes,Government,No,5,No,Yes,1
1277,34,1500000,No,Private,Yes,2,Yes,Yes,1
1278,30,550000,No,Private,No,3,No,No,1
1279,29,1200000,No,Private,No,5,Yes,Yes,1
1280,25,1400000,No,Private,Yes,4,No,Yes,1
1281,29,600000,No,Government,No,4,No,Yes,0
1282,31,1400000,No,Private,Yes,3,Yes,Yes,1
1283,28,900000,No,Private,No,2,Yes,Yes,0
1284,33,400000,No,Government,No,5,No,Yes,0
1285,26,500000,No,Government,No,4,No,Yes,0
1286,28,550000,No,Private,No,3,No,Yes,0
1287,34,500000,No,Private,No,4,No,Yes,0
1288,28,750000,No,Private,No,3,No,Yes,0
1289,28,800000,No,Private,No,2,No,Yes,0
1290,31,1400000,No,Private,Yes,5,Yes,Yes,1
1291,34,1500000,Yes,Private,Yes,5,Yes,Yes,1
1292,33,650000,Yes,Government,No,9,No,Yes,0
1293,28,300000,Yes,Government,No,6,No,Yes,0
1294,28,600000,No,Private,No,4,No,Yes,0
1295,35,900000,Yes,Government,No,7,Yes,Yes,1
1296,29,1050000,No,Private,No,3,No,Yes,0
1297,28,300000,No,Government,No,4,No,Yes,0
1298,27,500000,Yes,Government,No,2,No,Yes,1
1299,28,700000,Yes,Private,No,6,No,Yes,0
1300,31,1200000,No,Government,No,6,No,Yes,0
1301,28,550000,No,Private,No,3,No,No,0
1302,28,550000,No,Private,No,3,No,No,1
1303,28,1200000,No,Private,No,5,No,Yes,0
1304,34,1050000,No,Private,No,5,No,Yes,1
1305,29,900000,No,Private,No,5,No,Yes,1
1306,28,700000,Yes,Private,No,5,No,Yes,0
1307,28,900000,No,Private,No,3,No,Yes,0
1308,31,1250000,Yes,Private,No,7,No,Yes,0
1309,33,1400000,No,Private,Yes,4,No,Yes,1
1310,28,1150000,No,Private,No,6,No,Yes,1
1311,28,800000,No,Private,No,3,No,Yes,1
1312,34,1300000,No,Private,No,5,No,Yes,0
1313,29,900000,No,Private,No,7,No,Yes,0
1314,31,1400000,No,Private,Yes,6,No,Yes,1
1315,25,1150000,No,Private,No,3,No,No,0
1316,31,1400000,No,Private,Yes,3,No,Yes,1
1317,25,1700000,No,Private,No,4,Yes,No,1
1318,31,1350000,Yes,Private,Yes,3,No,Yes,1
1319,26,600000,No,Private,No,6,Yes,Yes,0
1320,31,1350000,No,Private,Yes,3,Yes,Yes,1
1321,31,300000,No,Government,No,7,No,No,0
1322,34,1050000,No,Private,No,6,No,Yes,1
1323,34,1750000,No,Private,No,5,No,Yes,0
1324,33,400000,Yes,Government,No,9,No,Yes,1
1325,30,800000,No,Private,No,4,No,No,1
1326,34,700000,No,Private,No,5,No,Yes,0
1327,28,800000,No,Private,No,4,Yes,Yes,0
1328,28,900000,No,Private,No,2,Yes,Yes,0
1329,33,1400000,No,Private,Yes,4,No,Yes,1
1330,33,1100000,No,Government,No,4,No,Yes,0
1331,31,1250000,No,Private,No,5,No,Yes,1
1332,29,1200000,No,Private,No,4,No,Yes,0
1333,28,1250000,No,Private,No,5,No,Yes,0
1334,25,750000,No,Government,Yes,3,No,Yes,1
1335,25,750000,Yes,Government,No,5,Yes,Yes,0
1336,28,900000,No,Private,No,3,No,Yes,0
1337,28,1250000,No,Private,No,4,No,Yes,0
1338,28,1450000,No,Private,Yes,4,Yes,Yes,1
1339,34,1500000,No,Private,Yes,5,Yes,Yes,1
1340,28,700000,Yes,Private,No,4,No,Yes,1
1341,34,1000000,No,Private,No,3,No,Yes,0
1342,25,1400000,No,Private,Yes,3,No,Yes,1
1343,26,1500000,Yes,Private,Yes,5,Yes,Yes,1
1344,25,1700000,No,Private,No,3,Yes,Yes,1
1345,28,700000,Yes,Private,No,2,No,Yes,0
1346,29,1100000,No,Private,No,4,No,Yes,0
1347,28,1300000,No,Private,No,3,No,Yes,0
1348,33,800000,No,Government,No,4,No,Yes,0
1349,26,1400000,No,Private,Yes,3,No,Yes,1
1350,33,700000,Yes,Government,No,3,No,Yes,1
1351,28,1100000,No,Private,No,4,No,Yes,0
1352,31,400000,No,Government,No,5,No,Yes,0
1353,33,1200000,No,Private,No,2,No,Yes,0
1354,26,1400000,Yes,Private,Yes,9,No,Yes,1
1355,30,650000,No,Private,No,6,Yes,No,1
1356,30,550000,No,Private,Yes,3,Yes,No,0
1357,30,550000,No,Private,No,7,No,No,0
1358,26,1500000,No,Private,Yes,4,Yes,Yes,1
1359,32,850000,No,Government,No,9,Yes,Yes,1
1360,34,1300000,No,Private,No,2,No,Yes,0
1361,26,1400000,No,Private,Yes,4,No,Yes,1
1362,28,700000,Yes,Private,No,2,No,Yes,1
1363,28,600000,No,Government,No,7,No,Yes,0
1364,29,350000,Yes,Private,No,6,No,Yes,0
1365,34,750000,No,Private,No,3,Yes,No,0
1366,31,1750000,No,Government,No,2,No,No,0
1367,27,850000,No,Government,No,5,No,Yes,1
1368,29,1350000,No,Private,Yes,6,No,Yes,1
1369,34,750000,No,Private,No,4,Yes,No,0
1370,28,800000,No,Private,No,6,No,Yes,0
1371,28,1200000,No,Government,No,4,No,Yes,1
1372,33,550000,Yes,Private,No,5,No,Yes,1
1373,28,650000,No,Private,No,4,Yes,Yes,0
1374,28,300000,Yes,Government,No,6,No,Yes,0
1375,28,1450000,No,Private,Yes,5,Yes,Yes,1
1376,27,750000,Yes,Government,No,3,No,Yes,0
1377,26,1450000,No,Government,Yes,3,Yes,Yes,1
1378,34,1300000,Yes,Government,No,2,No,Yes,0
1379,35,800000,No,Private,No,3,Yes,No,0
1380,28,500000,Yes,Private,No,5,No,Yes,1
1381,25,1400000,Yes,Private,Yes,4,No,Yes,1
1382,28,1400000,No,Private,Yes,4,No,Yes,1
1383,25,1400000,Yes,Private,Yes,2,No,Yes,1
1384,34,1000000,No,Private,No,4,Yes,Yes,0
1385,27,500000,No,Government,No,4,No,Yes,0
1386,28,500000,No,Private,No,4,No,Yes,0
1387,30,650000,Yes,Private,No,6,No,No,1
1388,27,350000,Yes,Private,No,5,No,No,0
1389,25,1150000,No,Private,No,6,No,No,1
1390,32,900000,No,Government,No,5,No,Yes,0
1391,31,1400000,Yes,Private,Yes,4,No,Yes,0
1392,27,1050000,No,Government,No,2,No,Yes,1
1393,33,1000000,No,Government,Yes,4,Yes,Yes,0
1394,30,650000,Yes,Private,No,3,No,No,0
1395,35,1100000,Yes,Government,No,2,No,Yes,0
1396,32,350000,Yes,Government,No,5,No,Yes,0
1397,28,900000,Yes,Private,Yes,9,No,Yes,0
1398,31,1400000,No,Private,Yes,3,Yes,Yes,1
1399,25,600000,Yes,Private,No,3,No,No,0
1400,29,1050000,Yes,Private,No,6,Yes,Yes,0
1401,28,300000,No,Government,No,3,No,Yes,0
1402,26,600000,Yes,Private,No,4,No,Yes,0
1403,28,750000,No,Private,No,2,No,Yes,1
1404,34,1000000,No,Private,No,6,No,Yes,1
1405,28,600000,No,Government,No,8,No,Yes,0
1406,33,1100000,No,Government,No,4,No,Yes,0
1407,31,1250000,No,Private,No,4,No,Yes,0
1408,33,700000,No,Government,No,7,No,Yes,1
1409,28,1200000,No,Private,No,3,No,Yes,1
1410,28,550000,No,Private,No,8,No,Yes,0
1411,29,1200000,Yes,Private,No,3,No,Yes,1
1412,26,500000,Yes,Private,No,4,No,Yes,1
1413,28,1150000,No,Private,No,6,No,Yes,0
1414,34,700000,No,Private,No,3,No,Yes,0
1415,31,1300000,Yes,Government,No,3,No,Yes,1
1416,26,600000,Yes,Private,No,6,No,Yes,0
1417,35,800000,No,Private,No,5,No,No,0
1418,30,800000,No,Private,No,4,No,No,1
1419,27,1050000,No,Government,No,5,No,Yes,0
1420,33,700000,No,Government,No,3,No,Yes,0
1421,31,1350000,Yes,Private,Yes,3,Yes,Yes,1
1422,28,700000,No,Private,No,4,Yes,Yes,0
1423,33,550000,No,Private,No,8,No,Yes,0
1424,31,400000,No,Government,No,9,No,Yes,0
1425,28,600000,No,Government,No,4,No,Yes,0
1426,26,500000,Yes,Government,No,6,No,Yes,0
1427,25,1150000,No,Private,No,6,No,No,1
1428,34,1300000,No,Private,No,7,No,Yes,1
1429,32,650000,No,Government,No,3,No,Yes,1
1430,25,1400000,No,Private,Yes,6,No,Yes,1
1431,25,1150000,No,Private,No,6,No,No,1
1432,28,700000,No,Private,No,3,No,Yes,1
1433,31,1400000,No,Private,Yes,4,No,Yes,1
1434,34,1750000,No,Private,No,3,Yes,Yes,0
1435,34,500000,No,Private,No,4,No,Yes,1
1436,31,900000,No,Private,No,5,No,Yes,0
1437,30,500000,No,Private,No,7,No,No,1
1438,32,850000,No,Government,No,3,Yes,Yes,0
1439,33,400000,Yes,Government,No,7,No,Yes,1
1440,34,850000,No,Private,No,5,No,Yes,0
1441,31,400000,No,Government,No,4,No,Yes,0
1442,26,500000,No,Private,No,2,No,Yes,0
1443,29,1200000,Yes,Private,No,7,No,Yes,1
1444,31,900000,No,Private,No,6,No,Yes,0
1445,28,1100000,Yes,Private,No,4,No,Yes,0
1446,29,500000,No,Private,No,5,No,Yes,1
1447,31,300000,Yes,Government,No,3,No,No,0
1448,32,800000,Yes,Government,No,4,No,Yes,0
1449,29,1100000,Yes,Private,No,4,No,Yes,0
1450,34,1050000,No,Private,No,7,No,Yes,1
1451,25,1150000,Yes,Private,No,4,No,No,0
1452,31,1350000,No,Private,Yes,3,No,Yes,1
1453,30,550000,Yes,Private,No,3,No,No,0
1454,27,1050000,Yes,Government,No,7,No,Yes,0
1455,33,1100000,No,Government,No,4,No,Yes,1
1456,25,1700000,No,Private,No,3,Yes,No,1
1457,25,600000,No,Private,No,3,No,No,1
1458,28,800000,No,Private,No,4,No,Yes,0
1459,34,1500000,Yes,Private,Yes,5,Yes,Yes,1
1460,28,550000,No,Private,No,4,No,Yes,0
1461,31,400000,No,Government,No,8,No,No,0
1462,28,500000,Yes,Private,No,3,No,Yes,0
1463,28,1150000,No,Private,No,6,No,Yes,0
1464,31,400000,No,Government,No,3,No,Yes,0
1465,35,950000,Yes,Private,No,2,No,No,0
1466,29,1200000,No,Private,No,7,No,Yes,0
1467,32,850000,Yes,Government,No,5,Yes,Yes,0
1468,31,1250000,Yes,Private,No,6,No,Yes,0
1469,28,300000,No,Government,No,6,No,Yes,0
1470,33,1100000,No,Government,No,4,No,Yes,0
1471,35,1100000,No,Government,No,3,No,Yes,1
1472,28,1200000,No,Private,No,5,No,Yes,0
1473,29,1050000,No,Private,No,6,No,Yes,0
1474,28,300000,Yes,Government,No,5,No,Yes,0
1475,28,300000,No,Government,No,4,No,Yes,0
1476,33,1750000,No,Private,No,6,No,Yes,1
1477,34,1000000,No,Private,No,5,No,Yes,0
1478,28,1100000,Yes,Government,No,4,No,Yes,0
1479,25,1400000,No,Private,Yes,7,No,Yes,1
1480,27,750000,No,Government,No,4,Yes,Yes,0
1481,34,500000,No,Private,No,6,No,Yes,1
1482,33,700000,No,Government,Yes,4,No,Yes,0
1483,28,300000,Yes,Government,No,3,No,Yes,0
1484,28,800000,Yes,Private,No,4,No,Yes,0
1485,34,500000,No,Private,No,4,No,Yes,0
1486,32,350000,No,Government,No,5,No,Yes,0
1487,32,350000,No,Government,No,3,No,Yes,0
1488,28,700000,No,Private,No,4,No,Yes,0
1489,29,1350000,No,Private,Yes,4,No,Yes,1
1490,25,1150000,No,Private,No,5,No,No,0
1491,26,1400000,Yes,Private,Yes,7,Yes,Yes,1
1492,27,1000000,No,Private,No,6,No,No,0
1493,32,900000,Yes,Government,No,6,No,Yes,0
1494,25,750000,No,Government,No,6,No,Yes,1
1495,29,600000,No,Private,No,4,No,Yes,1
1496,28,750000,No,Private,No,4,No,Yes,0
1497,33,400000,No,Government,No,6,No,Yes,1
1498,33,600000,No,Government,No,4,No,Yes,0
1499,28,1200000,No,Private,No,3,No,Yes,0
1500,25,1750000,No,Private,Yes,3,No,Yes,1
1501,28,800000,No,Private,No,4,No,Yes,0
1502,28,750000,Yes,Private,No,6,No,Yes,0
1503,29,500000,No,Private,No,4,No,Yes,0
1504,34,850000,No,Private,No,2,No,Yes,0
1505,27,500000,No,Government,No,4,No,Yes,0
1506,28,1150000,Yes,Private,No,6,No,Yes,0
1507,27,750000,No,Government,No,5,No,Yes,0
1508,25,1700000,No,Private,Yes,5,Yes,No,1
1509,28,1300000,Yes,Private,No,4,No,Yes,0
1510,26,500000,No,Private,No,3,No,Yes,0
1511,26,1300000,No,Private,No,5,No,Yes,0
1512,28,500000,No,Private,No,3,No,Yes,0
1513,28,1450000,No,Private,Yes,5,Yes,Yes,1
1514,34,1000000,Yes,Private,No,6,No,Yes,1
1515,32,350000,Yes,Government,No,3,No,Yes,0
1516,34,1300000,No,Government,No,2,No,Yes,0
1517,26,1400000,Yes,Private,Yes,4,No,Yes,1
1518,31,1250000,No,Private,No,6,No,Yes,1
1519,28,300000,No,Government,No,6,No,Yes,1
1520,28,600000,Yes,Government,No,4,No,Yes,0
1521,29,1350000,No,Private,Yes,5,No,Yes,1
1522,31,400000,No,Government,No,3,No,No,0
1523,27,750000,No,Government,No,5,No,Yes,0
1524,29,1200000,No,Private,No,3,No,Yes,0
1525,30,800000,No,Private,No,4,No,No,0
1526,30,550000,Yes,Private,No,5,No,No,1
1527,31,1250000,No,Private,No,5,No,Yes,1
1528,28,750000,No,Private,No,2,No,Yes,0
1529,31,1250000,No,Private,No,4,No,Yes,1
1530,26,500000,No,Private,No,5,No,Yes,0
1531,27,750000,No,Government,No,5,No,Yes,0
1532,28,1200000,No,Government,No,5,No,Yes,0
1533,33,600000,No,Government,No,8,No,Yes,1
1534,33,1750000,No,Government,No,6,No,Yes,1
1535,33,650000,No,Government,No,5,Yes,Yes,1
1536,26,600000,Yes,Private,No,7,No,Yes,0
1537,29,500000,No,Private,No,4,No,Yes,1
1538,31,400000,No,Government,No,5,No,Yes,0
1539,33,550000,Yes,Private,No,7,Yes,Yes,1
1540,34,1100000,No,Government,No,4,No,Yes,0
1541,28,1100000,No,Private,No,4,No,Yes,0
1542,28,800000,No,Private,No,3,No,Yes,0
1543,32,350000,No,Government,No,4,No,Yes,0
1544,29,1200000,No,Private,No,8,No,Yes,0
1545,34,1400000,No,Private,Yes,3,Yes,No,1
1546,30,550000,Yes,Private,No,2,No,No,0
1547,34,1500000,Yes,Private,Yes,4,Yes,Yes,1
1548,27,450000,No,Private,No,3,No,No,0
1549,28,700000,Yes,Private,No,4,No,Yes,0
1550,28,1200000,No,Private,No,7,No,Yes,0
1551,28,1300000,No,Private,No,6,No,Yes,0
1552,28,750000,No,Private,No,2,No,Yes,1
1553,28,1450000,No,Private,Yes,3,Yes,Yes,1
1554,31,900000,No,Private,No,5,Yes,Yes,0
1555,26,1400000,Yes,Private,Yes,9,No,Yes,1
1556,30,1450000,No,Private,Yes,6,Yes,No,1
1557,32,800000,No,Government,No,7,No,Yes,0
1558,32,800000,No,Government,No,5,No,Yes,0
1559,34,1050000,Yes,Private,No,3,No,Yes,0
1560,28,1200000,No,Private,No,4,No,Yes,0
1561,28,700000,No,Private,No,7,No,Yes,0
1562,29,1100000,No,Private,No,4,No,Yes,1
1563,31,1250000,No,Private,No,7,No,Yes,0
1564,30,550000,No,Private,No,5,No,No,0
1565,28,800000,No,Private,No,2,No,Yes,0
1566,34,1500000,Yes,Private,Yes,3,Yes,Yes,1
1567,33,1500000,No,Private,Yes,5,Yes,Yes,1
1568,29,1200000,No,Private,Yes,5,No,Yes,0
1569,27,500000,No,Government,No,5,No,Yes,0
1570,28,700000,No,Private,Yes,5,No,Yes,0
1571,34,1500000,No,Private,Yes,6,Yes,Yes,1
1572,25,1150000,No,Private,No,5,Yes,No,0
1573,33,650000,Yes,Government,No,4,No,Yes,0
1574,28,550000,No,Private,No,7,No,No,0
1575,30,550000,No,Private,No,3,No,No,0
1576,28,1100000,No,Private,No,4,No,Yes,1
1577,28,300000,No,Government,No,4,No,No,0
1578,27,500000,Yes,Government,No,6,No,Yes,0
1579,28,1200000,Yes,Private,No,3,Yes,Yes,0
1580,28,1200000,Yes,Private,No,5,Yes,Yes,0
1581,33,550000,No,Private,No,6,No,Yes,1
1582,31,900000,No,Private,No,4,No,Yes,0
1583,28,300000,No,Government,No,6,No,Yes,0
1584,28,300000,No,Government,No,3,No,Yes,0
1585,25,1700000,Yes,Private,No,2,Yes,Yes,1
1586,28,1450000,No,Private,Yes,4,Yes,Yes,1
1587,28,750000,No,Private,No,3,No,Yes,0
1588,31,900000,Yes,Private,No,5,Yes,Yes,0
1589,25,1400000,No,Private,Yes,4,Yes,Yes,1
1590,30,550000,No,Private,No,5,Yes,No,0
1591,28,300000,No,Government,No,3,No,Yes,0
1592,25,1700000,No,Private,No,5,Yes,No,1
1593,26,500000,No,Private,No,8,No,Yes,0
1594,25,1400000,Yes,Private,Yes,5,No,Yes,1
1595,34,500000,No,Private,No,5,No,Yes,0
1596,31,400000,No,Government,No,3,No,No,0
1597,31,1250000,No,Private,No,6,No,Yes,0
1598,32,650000,Yes,Government,No,5,No,Yes,0
1599,27,850000,No,Government,No,3,No,Yes,0
1600,28,300000,No,Government,No,7,No,Yes,1
1601,28,1250000,Yes,Private,No,4,No,Yes,0
1602,28,700000,No,Private,No,5,No,Yes,0
1603,28,600000,No,Government,No,6,No,Yes,0
1604,29,1050000,No,Private,No,7,No,Yes,0
1605,26,450000,No,Private,No,4,No,Yes,0
1606,33,700000,No,Government,No,2,No,Yes,0
1607,29,350000,Yes,Private,No,8,No,Yes,1
